benchmark,budget,method,stage,cases,mean_ms,case_std_ms,repeat_std_ms,repeats_per_case_min,repeats_per_case_max
darcy,0.375,uniform,reconstruction_fast_ms,9,0.04174179501003689,0.0005813931618491224,0.0013474887623442459,5,5
darcy,0.375,uniform,full_export_fast_ms,9,0.02979983886082967,0.0006972230870505665,0.001991462440522337,5,5
darcy,0.375,pi,coarse_ms,9,0.0,0.0,0.0,5,5
darcy,0.375,pi,density_sampling_compensation_ms,9,0.0,0.0,0.0,5,5
darcy,0.375,pi,fine_ms,9,1.9762083888053894,0.004062559000918063,0.0042330894009863194,5,5
darcy,0.375,pi,decode_ms,9,0.026240282588534884,0.0004541940854075427,0.0008010157665720837,5,5
darcy,0.375,pi,sampled_export_ms,9,0.0258291761080424,0.00046517465913681696,0.0008161807918047523,5,5
darcy,0.375,pi,reconstruction_original_ms,9,0.07502800888485378,0.0011466078292488666,0.0011347296486595023,5,5
darcy,0.375,pi,full_export_original_ms,9,0.029920372698042128,0.0009610728506252955,0.002339185029890425,5,5
darcy,0.375,pi,reconstruction_fast_ms,9,0.0420671370294359,0.0005848315562387987,0.0024361122512240032,5,5
darcy,0.375,pi,full_export_fast_ms,9,0.029123491711086698,0.001997057368932137,0.0030490762119665255,5,5
darcy,0.375,cpg,coarse_ms,9,1.1644739243719313,0.0010583155114093367,0.0016619944745422143,5,5
darcy,0.375,cpg,density_sampling_compensation_ms,9,0.3318857815530565,0.001149017171397499,0.0014573956939288191,5,5
darcy,0.375,cpg,fine_ms,9,1.980770958794488,0.0024493068893191128,0.004958534260846322,5,5
darcy,0.375,cpg,decode_ms,9,0.025559299521976046,0.0005020415005624749,0.0008823873443375207,5,5
darcy,0.375,cpg,sampled_export_ms,9,0.042503575483957924,0.0007552753913143802,0.0017704110034472969,5,5
darcy,0.375,cpg,reconstruction_original_ms,9,24.255573915110695,0.6152020327440926,1.2030463531621818,5,5
darcy,0.375,cpg,full_export_original_ms,9,0.0,0.0,0.0,5,5
darcy,0.375,cpg,reconstruction_fast_ms,9,0.6163641810417175,0.04626430311301399,0.10224177389524433,5,5
darcy,0.375,cpg,full_export_fast_ms,9,0.07041576835844252,0.025983485349492557,0.05645806808553481,5,5
darcy,0.375,ca,coarse_ms,9,0.4773024055692885,0.003499885772337531,0.008034686525068948,5,5
darcy,0.375,ca,density_sampling_compensation_ms,9,0.24618241522047254,0.002787295936618785,0.008004874613844448,5,5
